cell,axis,value,present,errors,laundered
ben-gemini-c4,age,8,9,3,2
ben-gemini-c4,age,9,10,0,0
ben-gemini-c4,age,10,4,2,0
ben-gemini-c4,age,11,5,1,1
ben-gemini-c4,age,12,4,0,0
ben-gemini-c4,age,13,6,2,1
ben-gemini-c4,age,14,7,0,0
ben-gemini-c4,age,15,1,1,0
ben-gemini-c4,age,16,3,0,0
ben-gemini-c4,age,17,2,1,1
ben-gemini-c4,age,18,3,1,0
ben-gemini-c4,age,19,4,0,0
ben-gemini-c5,age,0,14,6,1
ben-gemini-c5,age,1,14,3,1
ben-gemini-c5,age,2,13,0,0
ben-gemini-c5,age,3,10,2,1
ben-gemini-c5,age,4,9,2,2
ben-gemini-c5,age,5,4,4,0
ben-gemini-c5,age,6,6,0,0
ben-gemini-c5,age,7,7,0,0
ben-gemini-c5,age,8,8,2,1
ben-gemini-c5,age,9,9,2,2
ben-gemini-c5,age,10,2,2,0
ben-gemini-c5,age,11,3,0,0
ben-gemini-c5,age,12,5,0,0
ben-gemini-c5,age,13,4,1,1
ben-gemini-c5,age,14,8,2,2
ben-gemini-c5,age,15,2,2,0
ben-gemini-c5,age,16,1,0,0
ben-gemini-c5,age,17,1,0,0
ben-gemini-c5,age,18,0,0,0
ben-gemini-c5,age,19,4,2,2
ben-gemini-graphiti,age,0,13,6,3
ben-gemini-graphiti,age,1,13,5,4
ben-gemini-graphiti,age,2,11,5,5
ben-gemini-graphiti,age,3,12,5,4
ben-gemini-graphiti,age,4,11,4,4
ben-gemini-graphiti,age,5,4,3,0
ben-gemini-graphiti,age,6,6,4,4
ben-gemini-graphiti,age,7,6,1,1
ben-gemini-graphiti,age,8,8,4,3
ben-gemini-graphiti,age,9,10,4,4
ben-gemini-graphiti,age,10,2,2,0
ben-gemini-graphiti,age,11,5,2,2
ben-gemini-graphiti,age,12,4,2,2
ben-gemini-graphiti,age,13,5,1,1
ben-gemini-graphiti,age,14,8,4,4
ben-gemini-graphiti,age,15,1,1,0
ben-gemini-graphiti,age,16,3,2,2
ben-gemini-graphiti,age,17,2,2,2
ben-gemini-graphiti,age,18,3,0,0
ben-gemini-graphiti,age,19,4,2,2
ben-gemini-letta,age,0,12,7,5
ben-gemini-letta,age,1,12,4,4
ben-gemini-letta,age,2,12,5,5
ben-gemini-letta,age,3,9,3,3
ben-gemini-letta,age,4,10,4,4
ben-gemini-letta,age,5,4,2,0
ben-gemini-letta,age,6,6,4,4
ben-gemini-letta,age,7,6,2,2
ben-gemini-letta,age,8,7,3,3
ben-gemini-letta,age,9,9,5,4
ben-gemini-letta,age,10,3,3,0
ben-gemini-letta,age,11,4,2,2
ben-gemini-letta,age,12,4,2,2
ben-gemini-letta,age,13,4,3,2
ben-gemini-letta,age,14,8,4,4
ben-gemini-letta,age,15,2,2,0
ben-gemini-letta,age,16,3,2,1
ben-gemini-letta,age,17,0,0,0
ben-gemini-letta,age,18,0,0,0
ben-gemini-letta,age,19,4,2,2
ben-gemini-mem0,age,0,11,8,5
ben-gemini-mem0,age,1,11,5,3
ben-gemini-mem0,age,2,11,6,5
ben-gemini-mem0,age,3,8,3,2
ben-gemini-mem0,age,4,8,5,3
ben-gemini-mem0,age,5,4,2,0
ben-gemini-mem0,age,6,7,2,2
ben-gemini-mem0,age,7,5,2,2
ben-gemini-mem0,age,8,5,4,2
ben-gemini-mem0,age,9,7,3,3
ben-gemini-mem0,age,10,3,3,0
ben-gemini-mem0,age,11,5,1,1
ben-gemini-mem0,age,12,2,1,1
ben-gemini-mem0,age,13,4,3,2
ben-gemini-mem0,age,14,6,3,3
ben-gemini-mem0,age,15,2,2,0
ben-gemini-mem0,age,16,4,1,1
ben-gemini-mem0,age,17,1,1,1
ben-gemini-mem0,age,18,1,1,0
ben-gemini-mem0,age,19,3,2,2
ben-haiku-c1,age,0,5,1,1
ben-haiku-c1,age,1,8,1,0
ben-haiku-c1,age,2,6,0,0
ben-haiku-c1,age,3,7,1,0
ben-haiku-c1,age,4,7,1,1
ben-haiku-c1,age,5,2,0,0
ben-haiku-c1,age,6,3,0,0
ben-haiku-c1,age,7,4,0,0
ben-haiku-c1,age,8,4,1,0
ben-haiku-c1,age,9,6,0,0
ben-haiku-c1,age,10,0,0,0
ben-haiku-c1,age,11,3,0,0
ben-haiku-c1,age,12,2,0,0
ben-haiku-c1,age,13,5,1,0
ben-haiku-c1,age,14,5,1,1
ben-haiku-c1,age,15,0,0,0
ben-haiku-c1,age,16,2,0,0
ben-haiku-c1,age,17,0,0,0
ben-haiku-c1,age,18,3,1,0
ben-haiku-c1,age,19,3,1,1
ben-haiku-c2,age,0,12,8,6
ben-haiku-c2,age,1,11,3,2
ben-haiku-c2,age,2,13,6,5
ben-haiku-c2,age,3,11,3,3
ben-haiku-c2,age,4,10,5,4
ben-haiku-c2,age,5,5,3,0
ben-haiku-c2,age,6,4,2,2
ben-haiku-c2,age,7,8,3,2
ben-haiku-c2,age,8,9,5,3
ben-haiku-c2,age,9,10,4,3
ben-haiku-c2,age,10,1,1,0
ben-haiku-c2,age,11,4,2,1
ben-haiku-c2,age,12,5,1,1
ben-haiku-c2,age,13,6,4,2
ben-haiku-c2,age,14,7,4,4
ben-haiku-c2,age,15,1,1,0
ben-haiku-c2,age,16,4,2,2
ben-haiku-c2,age,17,2,2,2
ben-haiku-c2,age,18,2,1,0
ben-haiku-c2,age,19,4,2,2
ben-haiku-c3,age,0,13,5,2
ben-haiku-c3,age,1,11,3,0
ben-haiku-c3,age,2,12,3,2
ben-haiku-c3,age,3,11,5,4
ben-haiku-c3,age,4,9,4,4
ben-haiku-c3,age,5,5,3,0
ben-haiku-c3,age,6,6,2,2
ben-haiku-c3,age,7,4,0,0
ben-haiku-c3,age,8,9,6,4
ben-haiku-c3,age,9,9,3,3
ben-haiku-c3,age,10,1,1,0
ben-haiku-c3,age,11,2,0,0
ben-haiku-c3,age,12,2,0,0
ben-haiku-c3,age,13,5,3,2
ben-haiku-c3,age,14,8,4,3
ben-haiku-c3,age,15,0,0,0
ben-haiku-c3,age,16,2,0,0
ben-haiku-c3,age,17,2,0,0
ben-haiku-c3,age,18,1,1,0
ben-haiku-c3,age,19,4,4,2
ben-haiku-c4,age,0,13,3,0
ben-haiku-c4,age,1,10,0,0
ben-haiku-c4,age,2,13,0,0
ben-haiku-c4,age,3,11,3,1
ben-haiku-c4,age,4,9,0,0
ben-haiku-c4,age,5,6,4,0
ben-haiku-c4,age,6,7,0,0
ben-haiku-c4,age,7,6,0,0
ben-haiku-c4,age,8,8,0,0
ben-haiku-c4,age,9,9,1,1
ben-haiku-c4,age,10,3,2,0
ben-haiku-c4,age,11,6,1,1
ben-haiku-c4,age,12,5,0,0
ben-haiku-c4,age,13,5,1,0
ben-haiku-c4,age,14,7,1,1
ben-haiku-c4,age,15,2,2,0
ben-haiku-c4,age,16,4,0,0
ben-haiku-c4,age,17,2,0,0
ben-haiku-c4,age,18,3,0,0
ben-haiku-c4,age,19,4,2,2
ben-haiku-c5,age,0,12,3,0
ben-haiku-c5,age,1,12,1,1
ben-haiku-c5,age,2,11,0,0
ben-haiku-c5,age,3,11,3,1
ben-haiku-c5,age,4,8,2,2
ben-haiku-c5,age,5,4,2,0
ben-haiku-c5,age,6,6,1,1
ben-haiku-c5,age,7,4,0,0
ben-haiku-c5,age,8,7,3,1
ben-haiku-c5,age,9,8,2,2
ben-haiku-c5,age,10,2,2,0
ben-haiku-c5,age,11,4,0,0
ben-haiku-c5,age,12,2,1,1
ben-haiku-c5,age,13,5,2,1
ben-haiku-c5,age,14,6,2,2
ben-haiku-c5,age,15,2,2,0
ben-haiku-c5,age,16,4,1,1
ben-haiku-c5,age,17,2,1,1
ben-haiku-c5,age,18,1,1,0
ben-haiku-c5,age,19,4,2,2
ben-haiku-graphiti,age,0,9,4,3
ben-haiku-graphiti,age,1,10,2,0
ben-haiku-graphiti,age,2,11,6,5
ben-haiku-graphiti,age,3,11,4,3
ben-haiku-graphiti,age,4,10,5,5
ben-haiku-graphiti,age,5,5,3,0
ben-haiku-graphiti,age,6,5,0,0
ben-haiku-graphiti,age,7,6,1,1
ben-haiku-graphiti,age,8,10,6,4
ben-haiku-graphiti,age,9,8,5,4
ben-haiku-graphiti,age,10,1,1,0
ben-haiku-graphiti,age,11,3,0,0
ben-haiku-graphiti,age,12,3,1,1
ben-haiku-graphiti,age,13,5,3,1
ben-haiku-graphiti,age,14,8,4,4
ben-haiku-graphiti,age,15,1,1,0
ben-haiku-graphiti,age,16,3,0,0
ben-haiku-graphiti,age,17,2,2,2
ben-haiku-graphiti,age,18,2,1,0
ben-haiku-graphiti,age,19,4,2,2
ben-haiku-letta,age,0,10,5,3
ben-haiku-letta,age,1,9,3,2
ben-haiku-letta,age,2,8,4,4
ben-haiku-letta,age,3,9,4,2
ben-haiku-letta,age,4,7,2,2
ben-haiku-letta,age,5,4,2,0
ben-haiku-letta,age,6,4,2,2
ben-haiku-letta,age,7,4,2,2
ben-haiku-letta,age,8,7,3,2
ben-haiku-letta,age,9,7,2,2
ben-haiku-letta,age,10,2,2,0
ben-haiku-letta,age,11,4,2,2
ben-haiku-letta,age,12,2,1,0
ben-haiku-letta,age,13,4,2,1
ben-haiku-letta,age,14,6,2,2
ben-haiku-letta,age,15,2,2,0
ben-haiku-letta,age,16,4,1,1
ben-haiku-letta,age,17,2,2,2
ben-haiku-letta,age,18,1,1,0
ben-haiku-letta,age,19,4,2,2
ben-haiku-mem0,age,0,9,7,5
ben-haiku-mem0,age,1,11,0,0
ben-haiku-mem0,age,2,9,3,3
ben-haiku-mem0,age,3,9,2,2
ben-haiku-mem0,age,4,10,5,5
ben-haiku-mem0,age,5,3,3,0
ben-haiku-mem0,age,6,6,1,1
ben-haiku-mem0,age,7,4,1,1
ben-haiku-mem0,age,8,7,3,2
ben-haiku-mem0,age,9,6,2,2
ben-haiku-mem0,age,10,2,2,0
ben-haiku-mem0,age,11,4,1,1
ben-haiku-mem0,age,12,1,0,0
ben-haiku-mem0,age,13,5,2,1
ben-haiku-mem0,age,14,5,2,2
ben-haiku-mem0,age,15,2,2,0
ben-haiku-mem0,age,16,2,0,0
ben-haiku-mem0,age,17,0,0,0
ben-haiku-mem0,age,18,2,1,0
ben-haiku-mem0,age,19,2,1,1
deepseek-c1,age,0,4,0,0
deepseek-c1,age,1,6,0,0
deepseek-c1,age,2,6,0,0
deepseek-c1,age,3,6,0,0
deepseek-c1,age,4,6,1,1
deepseek-c1,age,5,2,0,0
deepseek-c1,age,6,2,0,0
deepseek-c1,age,7,3,0,0
deepseek-c1,age,8,4,0,0
deepseek-c1,age,9,6,0,0
deepseek-c1,age,10,0,0,0
deepseek-c1,age,11,2,0,0
deepseek-c1,age,12,2,0,0
deepseek-c1,age,13,4,0,0
deepseek-c1,age,14,4,0,0
deepseek-c1,age,15,0,0,0
deepseek-c1,age,16,2,0,0
deepseek-c1,age,17,0,0,0
deepseek-c1,age,18,2,0,0
deepseek-c1,age,19,2,0,0
deepseek-c2,age,0,12,7,5
deepseek-c2,age,1,7,3,2
deepseek-c2,age,2,12,5,5
deepseek-c2,age,3,6,2,2
deepseek-c2,age,4,10,5,5
deepseek-c2,age,5,4,2,0
deepseek-c2,age,6,5,4,2
deepseek-c2,age,7,5,2,2
deepseek-c2,age,8,4,2,2
deepseek-c2,age,9,10,4,4
deepseek-c2,age,10,2,2,0
deepseek-c2,age,11,3,2,0
deepseek-c2,age,12,4,2,2
deepseek-c2,age,13,4,2,2
deepseek-c2,age,14,7,3,3
deepseek-c2,age,15,2,2,0
deepseek-c2,age,16,1,0,0
deepseek-c2,age,17,2,2,2
deepseek-c2,age,18,1,0,0
deepseek-c2,age,19,3,1,1
deepseek-c3,age,0,10,6,4
deepseek-c3,age,1,10,3,3
deepseek-c3,age,2,12,5,4
deepseek-c3,age,3,10,2,2
deepseek-c3,age,4,10,6,6
deepseek-c3,age,5,2,2,0
deepseek-c3,age,6,6,4,4
deepseek-c3,age,7,5,2,2
deepseek-c3,age,8,6,2,2
deepseek-c3,age,9,8,4,4
deepseek-c3,age,10,2,2,0
deepseek-c3,age,11,4,2,2
deepseek-c3,age,12,4,2,2
deepseek-c3,age,13,2,2,2
deepseek-c3,age,14,8,4,4
deepseek-c3,age,15,2,2,0
deepseek-c3,age,16,3,1,1
deepseek-c3,age,17,2,2,2
deepseek-c3,age,18,0,0,0
deepseek-c3,age,19,3,1,1
deepseek-c4,age,0,14,0,0
deepseek-c4,age,1,14,1,0
deepseek-c4,age,2,14,1,1
deepseek-c4,age,3,12,0,0
deepseek-c4,age,4,12,0,0
deepseek-c4,age,5,5,1,0
deepseek-c4,age,6,7,1,0
deepseek-c4,age,7,8,0,0
deepseek-c4,age,8,9,0,0
deepseek-c4,age,9,10,0,0
deepseek-c4,age,10,2,1,0
deepseek-c4,age,11,6,2,0
deepseek-c4,age,12,6,0,0
deepseek-c4,age,13,6,0,0
deepseek-c4,age,14,8,0,0
deepseek-c4,age,15,2,1,0
deepseek-c4,age,16,3,0,0
deepseek-c4,age,17,2,0,0
deepseek-c4,age,18,4,0,0
deepseek-c4,age,19,4,0,0
en-gemini-c1,age,0,4,0,0
en-gemini-c1,age,1,6,0,0
en-gemini-c1,age,2,6,0,0
en-gemini-c1,age,3,6,0,0
en-gemini-c1,age,4,5,0,0
en-gemini-c1,age,5,2,0,0
en-gemini-c1,age,6,2,0,0
en-gemini-c1,age,7,3,0,0
en-gemini-c1,age,8,3,0,0
en-gemini-c1,age,9,5,0,0
en-gemini-c1,age,10,0,0,0
en-gemini-c1,age,11,2,0,0
en-gemini-c1,age,12,2,0,0
en-gemini-c1,age,13,2,0,0
en-gemini-c1,age,14,4,0,0
en-gemini-c1,age,15,0,0,0
en-gemini-c1,age,16,2,0,0
en-gemini-c1,age,17,0,0,0
en-gemini-c1,age,18,1,0,0
en-gemini-c1,age,19,2,0,0
en-gemini-c2,age,0,8,4,3
en-gemini-c2,age,1,6,2,0
en-gemini-c2,age,2,10,5,2
en-gemini-c2,age,3,8,3,2
en-gemini-c2,age,4,8,3,1
en-gemini-c2,age,5,2,0,0
en-gemini-c2,age,6,2,0,0
en-gemini-c2,age,7,5,2,2
en-gemini-c2,age,8,6,2,2
en-gemini-c2,age,9,7,2,2
en-gemini-c2,age,10,0,0,0
en-gemini-c2,age,11,2,0,0
en-gemini-c2,age,12,4,2,2
en-gemini-c2,age,13,6,2,2
en-gemini-c2,age,14,6,2,2
en-gemini-c2,age,15,0,0,0
en-gemini-c2,age,16,2,0,0
en-gemini-c2,age,17,2,2,2
en-gemini-c2,age,18,1,0,0
en-gemini-c2,age,19,4,2,2
en-gemini-c3,age,0,10,8,2
en-gemini-c3,age,1,10,6,2
en-gemini-c3,age,2,12,8,4
en-gemini-c3,age,3,8,4,1
en-gemini-c3,age,4,10,8,4
en-gemini-c3,age,5,3,2,0
en-gemini-c3,age,6,6,5,2
en-gemini-c3,age,7,5,2,1
en-gemini-c3,age,8,4,3,2
en-gemini-c3,age,9,8,5,3
en-gemini-c3,age,10,2,2,0
en-gemini-c3,age,11,4,2,1
en-gemini-c3,age,12,4,2,2
en-gemini-c3,age,13,2,2,2
en-gemini-c3,age,14,8,3,3
en-gemini-c3,age,15,2,1,0
en-gemini-c3,age,16,4,1,0
en-gemini-c3,age,17,2,2,2
en-gemini-c3,age,18,0,0,0
en-gemini-c3,age,19,4,1,1
en-gemini-c4,age,0,14,2,0
en-gemini-c4,age,1,14,1,0
en-gemini-c4,age,2,11,0,0
en-gemini-c4,age,3,10,0,0
en-gemini-c4,age,4,11,1,1
en-gemini-c4,age,5,5,3,0
en-gemini-c4,age,6,8,0,0
en-gemini-c4,age,7,6,0,0
en-gemini-c4,age,8,7,0,0
en-gemini-c4,age,9,9,0,0
en-gemini-c4,age,10,2,1,0
en-gemini-c4,age,11,6,0,0
en-gemini-c4,age,12,5,0,0
en-gemini-c4,age,13,5,0,0
en-gemini-c4,age,14,8,0,0
en-gemini-c4,age,15,2,2,0
en-gemini-c4,age,16,4,0,0
en-gemini-c4,age,17,2,0,0
en-gemini-c4,age,18,3,0,0
en-gemini-c4,age,19,4,0,0
en-gemini-c4g,age,0,12,0,0
en-gemini-c4g,age,1,14,1,0
en-gemini-c4g,age,2,14,1,1
en-gemini-c4g,age,3,10,0,0
en-gemini-c4g,age,4,11,0,0
en-gemini-c4g,age,5,4,0,0
en-gemini-c4g,age,6,7,1,0
en-gemini-c4g,age,7,8,0,0
en-gemini-c4g,age,8,6,0,0
en-gemini-c4g,age,9,8,0,0
en-gemini-c4g,age,10,3,0,0
en-gemini-c4g,age,11,6,0,0
en-gemini-c4g,age,12,6,1,1
en-gemini-c4g,age,13,5,0,0
en-gemini-c4g,age,14,8,0,0
en-gemini-c4g,age,15,1,0,0
en-gemini-c4g,age,16,4,0,0
en-gemini-c4g,age,17,2,0,0
en-gemini-c4g,age,18,1,0,0
en-gemini-c4g,age,19,4,0,0
en-gemini-c4x,age,0,13,1,0
en-gemini-c4x,age,1,13,0,0
en-gemini-c4x,age,2,13,1,1
en-gemini-c4x,age,3,10,0,0
en-gemini-c4x,age,4,12,1,1
en-gemini-c4x,age,5,6,2,0
en-gemini-c4x,age,6,8,1,0
en-gemini-c4x,age,7,8,0,0
en-gemini-c4x,age,8,8,1,1
en-gemini-c4x,age,9,9,0,0
en-gemini-c4x,age,10,3,1,0
en-gemini-c4x,age,11,6,0,0
en-gemini-c4x,age,12,6,0,0
en-gemini-c4x,age,13,5,0,0
en-gemini-c4x,age,14,7,0,0
en-gemini-c4x,age,15,1,1,0
en-gemini-c4x,age,16,4,0,0
en-gemini-c4x,age,17,2,0,0
en-gemini-c4x,age,18,3,0,0
en-gemini-c4x,age,19,4,0,0
en-gemini-c5,age,0,14,3,1
en-gemini-c5,age,1,14,0,0
en-gemini-c5,age,2,12,1,1
en-gemini-c5,age,3,8,1,1
en-gemini-c5,age,4,10,2,2
en-gemini-c5,age,5,3,2,0
en-gemini-c5,age,6,6,0,0
en-gemini-c5,age,7,5,0,0
en-gemini-c5,age,8,7,1,1
en-gemini-c5,age,9,8,0,0
en-gemini-c5,age,10,2,2,0
en-gemini-c5,age,11,2,0,0
en-gemini-c5,age,12,4,0,0
en-gemini-c5,age,13,3,1,1
en-gemini-c5,age,14,8,0,0
en-gemini-c5,age,15,2,2,0
en-gemini-c5,age,16,2,0,0
en-gemini-c5,age,17,2,0,0
en-gemini-c5,age,18,0,0,0
en-gemini-c5,age,19,4,0,0
en-gemini-c5x,age,0,14,2,0
en-gemini-c5x,age,1,11,3,2
en-gemini-c5x,age,2,12,3,3
en-gemini-c5x,age,3,8,3,2
en-gemini-c5x,age,4,8,4,3
en-gemini-c5x,age,5,2,2,0
en-gemini-c5x,age,6,6,3,2
en-gemini-c5x,age,7,5,1,1
en-gemini-c5x,age,8,4,2,2
en-gemini-c5x,age,9,8,5,2
en-gemini-c5x,age,10,1,1,0
en-gemini-c5x,age,11,4,0,0
en-gemini-c5x,age,12,4,1,1
en-gemini-c5x,age,13,2,2,2
en-gemini-c5x,age,14,5,2,1
en-gemini-c5x,age,15,2,2,0
en-gemini-c5x,age,16,4,1,1
en-gemini-c5x,age,17,2,2,2
en-gemini-c5x,age,18,0,0,0
en-gemini-c5x,age,19,4,1,1
en-gemini-graphiti,age,0,9,2,1
en-gemini-graphiti,age,1,10,2,2
en-gemini-graphiti,age,2,9,2,2
en-gemini-graphiti,age,3,7,2,2
en-gemini-graphiti,age,4,7,2,2
en-gemini-graphiti,age,5,5,1,0
en-gemini-graphiti,age,6,3,2,2
en-gemini-graphiti,age,7,5,2,2
en-gemini-graphiti,age,8,6,1,1
en-gemini-graphiti,age,9,7,2,2
en-gemini-graphiti,age,10,2,0,0
en-gemini-graphiti,age,11,1,0,0
en-gemini-graphiti,age,12,4,2,2
en-gemini-graphiti,age,13,5,2,2
en-gemini-graphiti,age,14,6,2,2
en-gemini-graphiti,age,15,2,1,0
en-gemini-graphiti,age,16,2,0,0
en-gemini-graphiti,age,17,2,2,2
en-gemini-graphiti,age,18,3,0,0
en-gemini-graphiti,age,19,2,0,0
en-gemini-letta,age,0,10,7,2
en-gemini-letta,age,1,10,5,3
en-gemini-letta,age,2,10,6,3
en-gemini-letta,age,3,8,4,1
en-gemini-letta,age,4,9,5,3
en-gemini-letta,age,5,3,2,0
en-gemini-letta,age,6,6,5,2
en-gemini-letta,age,7,5,2,1
en-gemini-letta,age,8,4,3,2
en-gemini-letta,age,9,8,5,3
en-gemini-letta,age,10,2,2,0
en-gemini-letta,age,11,4,2,1
en-gemini-letta,age,12,4,2,2
en-gemini-letta,age,13,2,2,2
en-gemini-letta,age,14,8,4,4
en-gemini-letta,age,15,2,2,0
en-gemini-letta,age,16,4,1,0
en-gemini-letta,age,17,2,2,2
en-gemini-letta,age,18,0,0,0
en-gemini-letta,age,19,4,2,2
en-gemini-letta-tbt,age,0,10,6,3
en-gemini-letta-tbt,age,1,6,2,0
en-gemini-letta-tbt,age,2,10,5,2
en-gemini-letta-tbt,age,3,6,1,0
en-gemini-letta-tbt,age,4,6,3,1
en-gemini-letta-tbt,age,5,4,2,0
en-gemini-letta-tbt,age,6,2,0,0
en-gemini-letta-tbt,age,7,6,2,2
en-gemini-letta-tbt,age,8,4,0,0
en-gemini-letta-tbt,age,9,6,2,2
en-gemini-letta-tbt,age,10,2,2,0
en-gemini-letta-tbt,age,11,2,0,0
en-gemini-letta-tbt,age,12,4,2,2
en-gemini-letta-tbt,age,13,2,0,0
en-gemini-letta-tbt,age,14,6,2,2
en-gemini-letta-tbt,age,15,2,2,0
en-gemini-letta-tbt,age,16,2,0,0
en-gemini-letta-tbt,age,17,2,2,2
en-gemini-letta-tbt,age,18,0,0,0
en-gemini-letta-tbt,age,19,4,2,2
en-gemini-mem0,age,0,9,7,2
en-gemini-mem0,age,1,9,5,1
en-gemini-mem0,age,2,10,6,3
en-gemini-mem0,age,3,7,3,2
en-gemini-mem0,age,4,7,4,3
en-gemini-mem0,age,5,2,1,0
en-gemini-mem0,age,6,4,1,0
en-gemini-mem0,age,7,5,2,2
en-gemini-mem0,age,8,5,2,2
en-gemini-mem0,age,9,6,3,3
en-gemini-mem0,age,10,1,1,0
en-gemini-mem0,age,11,4,1,0
en-gemini-mem0,age,12,3,2,2
en-gemini-mem0,age,13,3,1,1
en-gemini-mem0,age,14,6,2,2
en-gemini-mem0,age,15,1,1,0
en-gemini-mem0,age,16,3,1,0
en-gemini-mem0,age,17,2,2,2
en-gemini-mem0,age,18,0,0,0
en-gemini-mem0,age,19,3,1,1
en-haiku-c1,age,0,5,1,1
en-haiku-c1,age,1,5,0,0
en-haiku-c1,age,2,7,1,1
en-haiku-c1,age,3,6,0,0
en-haiku-c1,age,4,7,1,1
en-haiku-c1,age,5,2,0,0
en-haiku-c1,age,6,2,0,0
en-haiku-c1,age,7,4,0,0
en-haiku-c1,age,8,4,0,0
en-haiku-c1,age,9,5,0,0
en-haiku-c1,age,10,0,0,0
en-haiku-c1,age,11,2,0,0
en-haiku-c1,age,12,2,0,0
en-haiku-c1,age,13,3,0,0
en-haiku-c1,age,14,4,0,0
en-haiku-c1,age,15,0,0,0
en-haiku-c1,age,16,2,0,0
en-haiku-c1,age,17,0,0,0
en-haiku-c1,age,18,1,0,0
en-haiku-c1,age,19,2,0,0
en-haiku-c2,age,0,12,6,4
en-haiku-c2,age,1,12,5,3
en-haiku-c2,age,2,12,5,4
en-haiku-c2,age,3,8,2,2
en-haiku-c2,age,4,10,2,2
en-haiku-c2,age,5,6,4,1
en-haiku-c2,age,6,8,4,2
en-haiku-c2,age,7,6,1,1
en-haiku-c2,age,8,6,1,1
en-haiku-c2,age,9,9,2,2
en-haiku-c2,age,10,4,4,2
en-haiku-c2,age,11,5,1,0
en-haiku-c2,age,12,4,0,0
en-haiku-c2,age,13,5,2,2
en-haiku-c2,age,14,8,2,2
en-haiku-c2,age,15,2,2,0
en-haiku-c2,age,16,4,0,0
en-haiku-c2,age,17,2,0,0
en-haiku-c2,age,18,1,0,0
en-haiku-c2,age,19,4,2,2
en-haiku-c3,age,0,13,4,2
en-haiku-c3,age,1,10,2,2
en-haiku-c3,age,2,12,4,4
en-haiku-c3,age,3,7,3,2
en-haiku-c3,age,4,10,6,6
en-haiku-c3,age,5,4,3,1
en-haiku-c3,age,6,6,3,3
en-haiku-c3,age,7,5,2,2
en-haiku-c3,age,8,4,2,2
en-haiku-c3,age,9,8,4,4
en-haiku-c3,age,10,2,2,0
en-haiku-c3,age,11,4,1,1
en-haiku-c3,age,12,4,1,1
en-haiku-c3,age,13,2,2,2
en-haiku-c3,age,14,6,2,2
en-haiku-c3,age,15,2,2,0
en-haiku-c3,age,16,4,1,1
en-haiku-c3,age,17,2,2,2
en-haiku-c3,age,18,0,0,0
en-haiku-c3,age,19,4,2,2
en-haiku-c4,age,0,14,2,0
en-haiku-c4,age,1,13,0,0
en-haiku-c4,age,2,14,1,1
en-haiku-c4,age,3,11,1,1
en-haiku-c4,age,4,11,0,0
en-haiku-c4,age,5,5,2,0
en-haiku-c4,age,6,7,0,0
en-haiku-c4,age,7,7,0,0
en-haiku-c4,age,8,9,1,1
en-haiku-c4,age,9,9,0,0
en-haiku-c4,age,10,4,2,0
en-haiku-c4,age,11,5,2,1
en-haiku-c4,age,12,6,1,1
en-haiku-c4,age,13,5,1,1
en-haiku-c4,age,14,7,1,1
en-haiku-c4,age,15,2,2,0
en-haiku-c4,age,16,4,0,0
en-haiku-c4,age,17,2,0,0
en-haiku-c4,age,18,1,0,0
en-haiku-c4,age,19,4,0,0
en-haiku-c4g,age,0,14,2,0
en-haiku-c4g,age,1,13,2,1
en-haiku-c4g,age,2,13,1,1
en-haiku-c4g,age,3,10,1,1
en-haiku-c4g,age,4,11,1,1
en-haiku-c4g,age,5,4,1,0
en-haiku-c4g,age,6,8,1,0
en-haiku-c4g,age,7,8,0,0
en-haiku-c4g,age,8,9,3,2
en-haiku-c4g,age,9,9,0,0
en-haiku-c4g,age,10,3,1,0
en-haiku-c4g,age,11,6,1,1
en-haiku-c4g,age,12,6,0,0
en-haiku-c4g,age,13,6,3,2
en-haiku-c4g,age,14,7,0,0
en-haiku-c4g,age,15,1,1,0
en-haiku-c4g,age,16,4,0,0
en-haiku-c4g,age,17,2,0,0
en-haiku-c4g,age,18,3,0,0
en-haiku-c4g,age,19,4,0,0
en-haiku-c4x,age,0,13,3,1
en-haiku-c4x,age,1,14,2,1
en-haiku-c4x,age,2,14,1,1
en-haiku-c4x,age,3,9,2,1
en-haiku-c4x,age,4,12,2,2
en-haiku-c4x,age,5,5,2,0
en-haiku-c4x,age,6,8,1,1
en-haiku-c4x,age,7,8,0,0
en-haiku-c4x,age,8,9,3,2
en-haiku-c4x,age,9,9,0,0
en-haiku-c4x,age,10,4,2,0
en-haiku-c4x,age,11,6,1,0
en-haiku-c4x,age,12,6,1,1
en-haiku-c4x,age,13,4,2,1
en-haiku-c4x,age,14,8,0,0
en-haiku-c4x,age,15,2,2,0
en-haiku-c4x,age,16,4,0,0
en-haiku-c4x,age,17,2,0,0
en-haiku-c4x,age,18,1,1,0
en-haiku-c4x,age,19,4,1,1
en-haiku-c5,age,0,13,2,0
en-haiku-c5,age,1,12,1,1
en-haiku-c5,age,2,10,0,0
en-haiku-c5,age,3,9,1,1
en-haiku-c5,age,4,10,1,1
en-haiku-c5,age,5,4,2,0
en-haiku-c5,age,6,6,0,0
en-haiku-c5,age,7,5,0,0
en-haiku-c5,age,8,6,1,1
en-haiku-c5,age,9,9,1,1
en-haiku-c5,age,10,2,2,0
en-haiku-c5,age,11,4,0,0
en-haiku-c5,age,12,4,0,0
en-haiku-c5,age,13,3,1,1
en-haiku-c5,age,14,6,1,1
